tconst,title,year,ordering,Actor,Category,Job
tt3735246,Bajirao Mastani,2015,2,Deepika Padukone,actress,\N
tt3767372,Piku,2015,1,Deepika Padukone,actress,\N
tt5935704,Padmaavat,2017,1,Deepika Padukone,actress,\N
tt9614460,Chhapaak,2020,1,Deepika Padukone,actress,\N
tt2140465,Tanu Weds Manu Returns,2015,1,Kangana Ranaut,actress,\N
tt6903440,Manikarnika: The Queen of Jhansi,2019,1,Kangana Ranaut,actress,\N
tt8983166,Panga,2020,1,Kangana Ranaut,actress,\N
tt9691324,Sab Kushal Mangal,2020,9,Prashant Singh Rathore,editor,\N
tt6272828,Mubarakan,2017,7,Rajesh Chawla,writer,dialogue
tt4430136,Pyaar Ka Punchnama 2,2015,3,Sunny Singh Nijjar,actor,\N
tt7581902,Sonu Ke Titu Ki Sweety,2018,3,Sunny Singh Nijjar,actor,\N
tt9817760,Jai Mummy Di,2020,3,Sunny Singh Nijjar,actor,\N
tt4640206,Sachin - A Billion Dreams,2017,7,Sandeep Srivastava,writer,hindi dialogue
tt4865436,Hate Story 3,2015,4,Daisy Shah,actress,\N
tt5785170,Toilet: A Love Story,2017,4,Ayesha Raza,actress,\N
tt6117702,Munna Michael,2017,8,Vikram Rajani,producer,producer
tt9691324,Sab Kushal Mangal,2020,6,Brijendra Kala,writer,\N
tt6170954,Naam Shabana,2017,5,Shivam Nair,director,\N
tt5571734,Pink,2016,9,Rashmi Sharma,producer,producer
tt1806913,Hotchpotch Again,2017,7,Farhad Samji,writer,dialogue
tt4535650,Dilwale,2015,7,Farhad Samji,writer,dialogue
tt4559046,Housefull 3,2016,6,Farhad Samji,director,\N
tt5456546,Twins 2,2017,7,Farhad Samji,writer,dialogue
tt7212726,Simmba,2017,10,Farhad Samji,writer,dialogue
tt7721946,Housefull 4,2019,5,Farhad Samji,director,\N
tt8366590,Baaghi 3,2020,9,Farhad Samji,writer,writer
tt9648672,Street Dancer 3D,2020,6,Farhad Samji,writer,\N
tt8907986,Angrezi Medium,2020,6,Bhavesh Mandalia,writer,\N
tt4906984,Azhar,2016,3,Prachi Desai,actress,\N
tt3398048,Tevar,2015,5,Amit Ravindernath Sharma,director,\N
tt7725596,Badhaai Ho,2018,5,Amit Ravindernath Sharma,director,\N
tt2631186,Baahubali: The Beginning,2015,2,Rana Daggubati,actor,\N
tt3848892,Baby,2015,3,Rana Daggubati,actor,\N
tt4849438,Baahubali 2: The Conclusion,2017,2,Rana Daggubati,actor,\N
tt11231440,Doordarshan,2020,1,Manu Rishi Chadha,actor,\N
tt5882970,Tubelight,2017,7,Manu Rishi Chadha,writer,dialogue
tt5571734,Pink,2016,5,Aniruddha Roy Chowdhury,director,\N
tt4906960,Baadshaho,2017,2,Ileana D'Cruz,actress,\N
tt5165344,Rustom,2016,2,Ileana D'Cruz,actress,\N
tt6272828,Mubarakan,2017,3,Ileana D'Cruz,actress,\N
tt7363076,Raid,2018,2,Ileana D'Cruz,actress,\N
tt7218518,Pad Man,2018,2,Radhika Apte,actress,\N
tt8108198,Andhadhun,2018,3,Radhika Apte,actress,\N
tt8291224,Uri: The Surgical Strike,2019,5,Aditya Dhar,director,\N
tt0315642,Wazir,2016,5,Bejoy Nambiar,director,\N
tt2631186,Baahubali: The Beginning,2015,6,Vijayendra Prasad,writer,story by
tt3863552,Bajrangi Bhaijaan,2015,6,Vijayendra Prasad,writer,original story
tt4849438,Baahubali 2: The Conclusion,2017,6,Vijayendra Prasad,writer,story by
tt6903440,Manikarnika: The Queen of Jhansi,2019,6,Vijayendra Prasad,writer,story and screenplay
tt5842616,Veere Di Wedding,2018,8,Nikhil Dwivedi,producer,producer
tt7059844,Dabangg 3,2019,9,Nikhil Dwivedi,producer,producer
tt10875678,Happy Hardy and Heer,2020,7,Bunty Rathore,writer,dialogue writer
tt7639372,Total Dhamaal,2019,8,Bunty Rathore,writer,\N
tt3405236,Raees,2017,1,Raj Arjun,actor,\N
tt6108090,Secret Superstar,2017,3,Raj Arjun,actor,\N
tt4832640,Sultan,2016,7,Julius Packiam,composer,\N
tt5882970,Tubelight,2017,9,Julius Packiam,composer,\N
tt5956100,Tiger Zinda Hai,2017,9,Julius Packiam,composer,\N
tt6108090,Secret Superstar,2017,5,Advait Chandan,director,\N
tt0315642,Wazir,2016,3,Aditi Rao Hydari,actress,\N
tt5935704,Padmaavat,2017,4,Aditi Rao Hydari,actress,\N
tt4430136,Pyaar Ka Punchnama 2,2015,8,Abhishek Pathak,producer,producer
tt4430212,Drishyam,2015,8,Abhishek Pathak,producer,producer
tt7363076,Raid,2018,10,Abhishek Pathak,producer,producer
tt10309906,Shubh Mangal Zyada Saavdhan,2020,9,Aanand L. Rai,producer,producer
tt2140465,Tanu Weds Manu Returns,2015,5,Aanand L. Rai,director,\N
tt6527426,Zero,2018,5,Aanand L. Rai,director,\N
tt6971752,Shubh Mangal Savdhan,2017,8,Aanand L. Rai,producer,producer
tt10309906,Shubh Mangal Zyada Saavdhan,2020,10,Himanshu Sharma,producer,producer
tt2140465,Tanu Weds Manu Returns,2015,6,Himanshu Sharma,writer,\N
tt6527426,Zero,2018,6,Himanshu Sharma,writer,writer
tt4906960,Baadshaho,2017,10,John Stewart Eduri,composer,\N
tt5970844,Thugs Of Hindostan,2018,8,John Stewart Eduri,composer,\N
tt6277440,Badrinath Ki Dulhania,2017,10,John Stewart Eduri,composer,\N
tt7638344,Dhadak,2018,10,John Stewart Eduri,composer,\N
tt4430136,Pyaar Ka Punchnama 2,2015,4,Nushrat Bharucha,actress,\N
tt7581902,Sonu Ke Titu Ki Sweety,2018,2,Nushrat Bharucha,actress,\N
tt9248940,Dream Girl,2019,2,Nushrat Bharucha,actress,\N
tt5108476,Befikre,2016,3,Akarsh Khurana,actor,\N
tt9680136,Pati Patni Aur Woh,2019,5,Mudassar Aziz,director,\N
tt4900716,Kapoor & Sons,2016,5,Shakun Batra,director,\N
tt6173990,GOLD,2018,6,Rajesh Devraj,writer,story
tt3735246,Bajirao Mastani,2015,8,Kishore Lulla,producer,producer
tt3696192,Singh Is Bliing,2015,10,Sneha Khanwalkar,composer,\N
tt8291224,Uri: The Surgical Strike,2019,10,Aditya Kanwar,production_designer,\N
tt4832640,Sultan,2016,10,Rajnish Hedao,production_designer,\N
tt3679060,Kapow,2016,5,Rohit Dhawan,director,\N
tt4900716,Kapoor & Sons,2016,6,Ayesha DeVitre,writer,\N
tt4430212,Drishyam,2015,6,Jeethu Joseph,writer,original story
tt10875678,Happy Hardy and Heer,2020,1,Ashwin Dhar,actor,\N
tt8908002,Luka Chuppi,2019,5,Laxman Utekar,director,\N
tt2976182,Roy,2015,2,Jacqueline Fernandez,actress,\N
tt3679060,Kapow,2016,3,Jacqueline Fernandez,actress,\N
tt3802576,Brothers,2015,4,Jacqueline Fernandez,actress,\N
tt5235880,A Flying Jatt,2016,2,Jacqueline Fernandez,actress,\N
tt5456546,Twins 2,2017,2,Jacqueline Fernandez,actress,\N
tt7431594,Race 3,2018,4,Jacqueline Fernandez,actress,\N
tt2140465,Tanu Weds Manu Returns,2015,7,Sunil Lulla,producer,producer
tt3863552,Bajrangi Bhaijaan,2015,10,Sunil Lulla,producer,producer
tt4744086,Her & Him,2016,9,Sunil Lulla,producer,producer
tt6117702,Munna Michael,2017,7,Sunil Lulla,producer,producer
tt8130968,Badla,2019,7,Raj Vasant,writer,Dialogue
tt7721800,Bharat,2019,9,Alvira Khan,producer,producer
tt4744086,Her & Him,2016,5,R. Balki,director,\N
tt5946128,Dear Zindagi,2016,6,R. Balki,producer,producer
tt7218518,Pad Man,2018,5,R. Balki,director,\N
tt9248972,Mission Mangal,2019,6,R. Balki,writer,\N
tt1806913,Hotchpotch Again,2017,8,Sajid,writer,dialogue
tt4535650,Dilwale,2015,8,Sajid,writer,dialogue
tt4559046,Housefull 3,2016,5,Sajid,director,\N
tt5456546,Twins 2,2017,8,Sajid,writer,dialogue
tt7212726,Simmba,2017,9,Sajid,writer,screenplay
tt3495026,Fan,2016,7,Sharat Katariya,writer,dialogue
tt5108476,Befikre,2016,6,Sharat Katariya,writer,dialogue
tt7147540,Made in India,2018,5,Sharat Katariya,director,\N
tt6712014,Fukrey Returns,2017,9,ishQ Bector,composer,original music composer
tt3679000,Any Body Can Dance 2,2015,4,Lauren Gottlieb,actress,\N
tt6967980,Bareilly Ki Barfi,2017,4,Pankaj Tripathi,actor,\N
tt8108202,Stree,2018,3,Pankaj Tripathi,actor,\N
tt8908002,Luka Chuppi,2019,4,Pankaj Tripathi,actor,\N
tt4559006,Ae Dil Hai Mushkil,2016,4,Fawad Khan,actor,\N
tt4900716,Kapoor & Sons,2016,2,Fawad Khan,actor,\N
tt6791730,Tumhari Sulu,2017,6,Tanuj Garg,producer,producer
tt5474042,Half Girlfriend,2017,6,Chetan Bhagat,writer,novel
tt9877170,Malang,2020,6,Aseem Arrora,writer,\N
tt8108202,Stree,2018,9,Pawan Sony,writer,additional story
tt5074352,Dangal,2016,2,Sakshi Tanwar,actress,\N
tt4559046,Housefull 3,2016,9,Jitendra Parmar,writer,story writer
tt4832640,Sultan,2016,2,Amit Sadh,actor,\N
tt6173990,GOLD,2018,4,Amit Sadh,actor,\N
tt8108274,Tanhaji: The Unsung Warrior,2020,3,Sharad Kelkar,actor,\N
tt4865436,Hate Story 3,2015,2,Karan Singh Grover,actor,\N
tt6988116,Kalank,2019,5,Abhishek Varman,director,\N
tt7027278,Kedarnath,2018,6,Kanika Dhillon,writer,story
tt5935704,Padmaavat,2017,8,Shobha Sant,producer,producer
tt9691324,Sab Kushal Mangal,2020,10,Tariq Umar Khan,production_designer,\N
tt4744086,Her & Him,2016,6,Rishi Virmani,writer,\N
tt9248952,Jawaani Jaaneman,2020,5,Nitin Kakkar,director,\N
tt5108476,Befikre,2016,10,Kaname Onoyama,cinematographer,\N
tt4434004,Udta Punjab,2016,6,Sudip Sharma,writer,screenplay
tt7363076,Raid,2018,5,Raj Kumar Gupta,director,\N
tt4979082,Jai Gangaajal,2016,8,Udai Prakash Singh,production_designer,\N
tt7881550,Har Kisse Ke Hisse: Kaamyaab,2020,6,Radhika Anand,writer,dialogue
tt11231440,Doordarshan,2020,2,Mahie Gill,actress,\N
tt4906984,Azhar,2016,7,Aditi Mediratta,writer,associate writer
tt7147540,Made in India,2018,3,Namit Das,actor,\N
tt4007558,Shaandaar,2015,10,Madhu Mantena Varma,producer,producer
tt7485048,Super 30,2019,8,Madhu Mantena Varma,producer,producer
tt11573410,Guns of Banaras,2020,8,Sohail Sen,composer,\N
tt5474042,Half Girlfriend,2017,8,Ishita Moitra,writer,dialogue
tt5946128,Dear Zindagi,2016,10,Amit Trivedi,composer,\N
tt6108090,Secret Superstar,2017,9,Amit Trivedi,composer,\N
tt7027278,Kedarnath,2018,10,Amit Trivedi,composer,\N
tt7218518,Pad Man,2018,9,Amit Trivedi,composer,\N
tt3469244,Phantom,2015,9,Siddharth Roy Kapur,producer,producer
tt3679000,Any Body Can Dance 2,2015,8,Siddharth Roy Kapur,producer,producer
tt3859980,Mohenjo Daro,2016,8,Siddharth Roy Kapur,producer,producer
tt4129428,Detective Jagga,2017,10,Siddharth Roy Kapur,producer,producer
tt5074352,Dangal,2016,10,Siddharth Roy Kapur,producer,producer
tt3859980,Mohenjo Daro,2016,7,Sunita Gowariker,producer,producer
tt8202612,Satyameva Jayate,2018,4,Amruta Khanvilkar,actress,\N
tt6264938,Kesari,2019,8,Sunir Kheterpal,producer,producer
tt8130968,Badla,2019,9,Sunir Kheterpal,producer,producer
tt4906984,Azhar,2016,5,Anthony D'Souza,director,\N
tt9766280,Bhangra Paa Le,2020,6,Dheeraj Rattan,writer,\N
tt4430136,Pyaar Ka Punchnama 2,2015,5,Luv Ranjan,director,\N
tt7581902,Sonu Ke Titu Ki Sweety,2018,5,Luv Ranjan,director,\N
tt8647400,De De Pyaar De,2019,8,Luv Ranjan,writer,\N
tt9817760,Jai Mummy Di,2020,7,Luv Ranjan,producer,producer
tt6967980,Bareilly Ki Barfi,2017,10,Vineet Jain,producer,producer
tt7098658,Raazi,2018,8,Vineet Jain,producer,producer
tt7725596,Badhaai Ho,2018,10,Vineet Jain,producer,producer
tt9052870,Chhichhore,2019,4,Prateik,actor,\N
tt4302956,Kis Kisko Pyaar Karoon,2015,2,Simran Kaur Mundi,actress,\N
tt5882970,Tubelight,2017,10,Aseem Mishra,cinematographer,\N
tt4559006,Ae Dil Hai Mushkil,2016,3,Anushka Sharma,actress,\N
tt4832640,Sultan,2016,4,Anushka Sharma,actress,\N
tt5997666,When Harry Met Sejal,2017,2,Anushka Sharma,actress,\N
tt6527426,Zero,2018,2,Anushka Sharma,actress,\N
tt7147540,Made in India,2018,1,Anushka Sharma,actress,\N
tt5785170,Toilet: A Love Story,2017,5,Shree Narayan Singh,director,\N
tt3848892,Baby,2015,5,Neeraj Pandey,director,\N
tt4169250,M.S. Dhoni: The Untold Story,2016,5,Neeraj Pandey,director,\N
tt6170954,Naam Shabana,2017,6,Neeraj Pandey,writer,\N
tt4169250,M.S. Dhoni: The Untold Story,2016,7,Mohinder Pratap Singh,writer,writing associate
tt6264938,Kesari,2019,4,Vansh Bhardwaj,actor,\N
tt7700730,October,2018,9,Abhishek Arora,composer,\N
tt5982852,Jolly LLB 2,2017,6,Chirantan Bhatt,composer,\N
tt7881550,Har Kisse Ke Hisse: Kaamyaab,2020,5,Hardik Mehta,director,\N
tt11573410,Guns of Banaras,2020,5,Shekkhar Suri,director,\N
tt9877170,Malang,2020,1,Aditya Roy Kapoor,actor,\N
tt6712014,Fukrey Returns,2017,3,Ali Fazal,actor,\N
tt4430212,Drishyam,2015,7,Upendra Sidhaye,writer,adapted by
tt8983166,Panga,2020,3,Richa Chadha,actress,\N
tt6712014,Fukrey Returns,2017,4,Manjot Singh,actor,\N
tt9248940,Dream Girl,2019,4,Manjot Singh,actor,\N
tt10324144,Article 15,2019,7,Mangesh Dhakde,composer,\N
tt10964430,Thappad,2020,8,Mangesh Dhakde,composer,\N
tt4007558,Shaandaar,2015,6,Chaitally Parmar,writer,story
tt3159708,Welcome Back,2015,7,Rajan Agarwal,writer,screenplay
tt4559046,Housefull 3,2016,8,Rajan Agarwal,writer,additional screenplay
tt5156746,Force 2,2016,5,Abhinay Deo,director,\N
tt11743900,Cookie,2020,4,Sai Tamhankar,actress,\N
tt6588966,Hichki,2018,8,Ganesh Pandit,writer,story and screenplay
tt8504014,Good Newwz,2019,5,Raj Mehta,director,\N
tt5842616,Veere Di Wedding,2018,3,Swara Bhaskar,actress,\N
tt10324144,Article 15,2019,10,Ewan Mulligan,cinematographer,\N
tt3802576,Brothers,2015,2,Sidharth Malhotra,actor,\N
tt4900716,Kapoor & Sons,2016,1,Sidharth Malhotra,actor,\N
tt9766280,Bhangra Paa Le,2020,8,Neha Parti Matiyani,cinematographer,\N
tt3678782,City of Revenge,2015,1,Varun Dhawan,actor,\N
tt3679000,Any Body Can Dance 2,2015,2,Varun Dhawan,actor,\N
tt3679060,Kapow,2016,2,Varun Dhawan,actor,\N
tt4535650,Dilwale,2015,3,Varun Dhawan,actor,\N
tt5456546,Twins 2,2017,1,Varun Dhawan,actor,\N
tt6277440,Badrinath Ki Dulhania,2017,1,Varun Dhawan,actor,\N
tt6988116,Kalank,2019,1,Varun Dhawan,actor,\N
tt7147540,Made in India,2018,2,Varun Dhawan,actor,\N
tt7700730,October,2018,1,Varun Dhawan,actor,\N
tt9648672,Street Dancer 3D,2020,1,Varun Dhawan,actor,\N
tt5970844,Thugs Of Hindostan,2018,9,Manush Nandan,cinematographer,\N
tt5080556,2.0,2018,6,Jayamohan,writer,tamil dialogue
tt6264938,Kesari,2019,10,Arko Pravo Mukherjee,composer,\N
tt3859980,Mohenjo Daro,2016,4,Arunoday Singh,actor,\N
tt11743900,Cookie,2020,6,Mridul Toolsidass,writer,dialogue
tt3696192,Singh Is Bliing,2015,2,Amy Jackson,actress,\N
tt5080556,2.0,2018,3,Amy Jackson,actress,\N
tt4906960,Baadshaho,2017,4,Esha Gupta,actress,\N
tt5165344,Rustom,2016,4,Esha Gupta,actress,\N
tt5080556,2.0,2018,9,K. Karunamoorthy,producer,producer
tt8130968,Badla,2019,4,Antonio Aakeel,actor,\N
tt5690142,Mom,2017,10,Anay Goswami,cinematographer,\N
tt11573410,Guns of Banaras,2020,3,Ganesh Venkatraman,actor,\N
tt5764096,Hindi Medium,2017,7,Amitosh Nagpal,writer,dialogue by
tt10964430,Thappad,2020,6,Mrunmayee Lagoo,writer,screenplay
tt3679060,Kapow,2016,10,Abhijit Vaghani,composer,\N
tt11743900,Cookie,2020,10,Sudip Sengupta,cinematographer,\N
tt10463030,Bhoot: Part One - The Haunted Ship,2020,4,Akash Dhar,actor,\N
tt9766280,Bhangra Paa Le,2020,10,Antara Lahiri,editor,\N
tt8908002,Luka Chuppi,2019,10,Ketan Sodha,composer,\N
tt9766280,Bhangra Paa Le,2020,7,Ketan Sodha,composer,\N
tt3771536,Shivaay,2016,6,Dhaval Gada,producer,producer
tt3679000,Any Body Can Dance 2,2015,3,Shraddha Kapoor,actress,\N
tt4864932,Baaghi,2016,1,Shraddha Kapoor,actress,\N
tt5474042,Half Girlfriend,2017,2,Shraddha Kapoor,actress,\N
tt6836936,Saaho,2019,2,Shraddha Kapoor,actress,\N
tt8108202,Stree,2018,2,Shraddha Kapoor,actress,\N
tt8366590,Baaghi 3,2020,3,Shraddha Kapoor,actress,\N
tt9052870,Chhichhore,2019,2,Shraddha Kapoor,actress,\N
tt9648672,Street Dancer 3D,2020,2,Shraddha Kapoor,actress,\N
tt8108202,Stree,2018,5,Amar Kaushik,director,\N
tt9420648,Bala,2019,5,Amar Kaushik,director,\N
tt7059844,Dabangg 3,2019,8,Kaasi Nadimpalli,writer,collaborating writer
tt3469244,Phantom,2015,8,Kausar Munir,writer,dialogue
tt3863552,Bajrangi Bhaijaan,2015,9,Kausar Munir,writer,dialogue
tt4906984,Azhar,2016,2,Nargis Fakhri,actress,\N
tt5108476,Befikre,2016,8,Mikey McCleary,composer,\N
tt10964430,Thappad,2020,2,Pavail Gulati,actor,\N
tt4864932,Baaghi,2016,4,Paras Arora,actor,\N
tt8291224,Uri: The Surgical Strike,2019,3,Mohit Raina,actor,\N
tt6791730,Tumhari Sulu,2017,5,Suresh Triveni,director,\N
tt11231440,Doordarshan,2020,7,Meet Bros,composer,\N
tt2976182,Roy,2015,10,Meet Bros,composer,\N
tt3696192,Singh Is Bliing,2015,9,Meet Bros,composer,\N
tt4467202,Hero,2015,9,Meet Bros,composer,\N
tt4744086,Her & Him,2016,10,Meet Bros,composer,\N
tt4864932,Baaghi,2016,10,Meet Bros,composer,\N
tt5982852,Jolly LLB 2,2017,7,Meet Bros,composer,\N
tt6117702,Munna Michael,2017,10,Meet Bros,composer,\N
tt6170954,Naam Shabana,2017,10,Meet Bros,composer,\N
tt7431594,Race 3,2018,10,Meet Bros,composer,\N
tt2424988,Gabbar is Back,2015,5,Radha Krishna Jagarlamudi,director,\N
tt6903440,Manikarnika: The Queen of Jhansi,2019,5,Radha Krishna Jagarlamudi,director,\N
tt6452574,Sanju,2017,10,Atul Raninga,composer,\N
tt4865436,Hate Story 3,2015,3,Zareen Khan,actress,\N
tt6527426,Zero,2018,10,Atul Gogavale,composer,\N
tt8907986,Angrezi Medium,2020,10,Jyoti Deshpande,producer,producer
tt3802576,Brothers,2015,9,Siddharth Singh,writer,dialogue
tt5785170,Toilet: A Love Story,2017,7,Siddharth Singh,writer,\N
tt8983202,Kabir Singh,2019,7,Siddharth Singh,writer,dialogue
tt11573410,Guns of Banaras,2020,10,Ashwini Shrivastav,production_designer,\N
tt6272828,Mubarakan,2017,6,Rupinder Chahal,writer,story
tt5156746,Force 2,2016,3,Tahir Raj Bhasin,actor,\N
tt10309906,Shubh Mangal Zyada Saavdhan,2020,5,Hitesh Kewalya,director,\N
tt6971752,Shubh Mangal Savdhan,2017,6,Hitesh Kewalya,writer,screenplay and dialogue
tt4129428,Detective Jagga,2017,6,Amitabh Bhattacharya,writer,dialogue
tt4169250,M.S. Dhoni: The Untold Story,2016,1,Sushant Singh Rajput,actor,\N
tt7027278,Kedarnath,2018,1,Sushant Singh Rajput,actor,\N
tt9052870,Chhichhore,2019,1,Sushant Singh Rajput,actor,\N
tt8108274,Tanhaji: The Unsung Warrior,2020,5,Om Raut,director,\N
tt6967980,Bareilly Ki Barfi,2017,3,Rajkummar Rao,actor,\N
tt8108202,Stree,2018,1,Rajkummar Rao,actor,\N
tt2395469,Gully Boy,2019,1,Ranveer Singh,actor,\N
tt3735246,Bajirao Mastani,2015,1,Ranveer Singh,actor,\N
tt4110568,Dil Dhadakne Do,2015,4,Ranveer Singh,actor,\N
tt5108476,Befikre,2016,1,Ranveer Singh,actor,\N
tt5935704,Padmaavat,2017,2,Ranveer Singh,actor,\N
tt7212726,Simmba,2017,1,Ranveer Singh,actor,\N
tt2424988,Gabbar is Back,2015,4,Shruti Bapna,actress,\N
tt9614460,Chhapaak,2020,3,Madhurjeet Sarghi,actress,\N
tt9691324,Sab Kushal Mangal,2020,4,Kaushik Satish,actor,\N
tt3398048,Tevar,2015,2,Sonakshi Sinha,actress,\N
tt5156746,Force 2,2016,2,Sonakshi Sinha,actress,\N
tt7059844,Dabangg 3,2019,3,Sonakshi Sinha,actress,\N
tt9248972,Mission Mangal,2019,4,Sonakshi Sinha,actress,\N
tt3696192,Singh Is Bliing,2015,6,Chintan Gandhi,writer,dialogue
tt0315642,Wazir,2016,10,Abhijeet Shirish Deshpande,writer,dialogue
tt5764096,Hindi Medium,2017,2,Saba Qamar,actress,\N
tt8907986,Angrezi Medium,2020,7,Gaurav Shukla,writer,\N
tt8291224,Uri: The Surgical Strike,2019,8,Mitesh Mirchandani,cinematographer,\N
tt9817760,Jai Mummy Di,2020,9,Chetan Solanki,editor,\N
tt10964430,Thappad,2020,1,Taapsee Pannu,actress,\N
tt3848892,Baby,2015,4,Taapsee Pannu,actress,\N
tt5456546,Twins 2,2017,3,Taapsee Pannu,actress,\N
tt5571734,Pink,2016,1,Taapsee Pannu,actress,\N
tt6170954,Naam Shabana,2017,1,Taapsee Pannu,actress,\N
tt8130968,Badla,2019,2,Taapsee Pannu,actress,\N
tt9248972,Mission Mangal,2019,3,Taapsee Pannu,actress,\N
tt11509538,Haunted Hills,2020,2,Gavie Chahal,actor,\N
tt10324144,Article 15,2019,6,Gaurav Solanki,writer,\N
tt6588966,Hichki,2018,7,Ambar Hadap,writer,story and screenplay
tt2140465,Tanu Weds Manu Returns,2015,9,Krsna Solo,composer,\N
tt9248972,Mission Mangal,2019,9,Riturraj Tripathii,writer,Dialogue supervisor
tt11027850,Hacked,2020,8,Srivinay Salian,writer,dialogue
tt9420648,Bala,2019,7,Ravi Shankar Muppa,writer,Additional Screenplay
tt5286444,Neerja,2016,10,Vishal Khurana,composer,\N
tt5982852,Jolly LLB 2,2017,8,Vishal Khurana,composer,\N
tt5571734,Pink,2016,3,Kirti Kulhari,actress,\N
tt9766280,Bhangra Paa Le,2020,1,Sunny Kaushal,actor,\N
tt2631186,Baahubali: The Beginning,2015,9,Madhan Karky,writer,tamil dialogue
tt4849438,Baahubali 2: The Conclusion,2017,9,Madhan Karky,writer,tamil dialogue
tt6264938,Kesari,2019,3,Suvinder Vicky,actor,\N
tt6588966,Hichki,2018,2,Neeraj Kabi,actor,\N
tt2140465,Tanu Weds Manu Returns,2015,8,RDB,composer,\N
tt4640206,Sachin - A Billion Dreams,2017,4,Akshay Bhagat,actor,\N
tt2631186,Baahubali: The Beginning,2015,10,Manoj Muntashir,writer,hindi dialogue
tt4849438,Baahubali 2: The Conclusion,2017,10,Manoj Muntashir,writer,hindi dialogue
tt3148502,Spectacle,2015,10,Snigdha Basu,production_designer,\N
tt10463030,Bhoot: Part One - The Haunted Ship,2020,8,Shashank Khaitan,producer,producer
tt6277440,Badrinath Ki Dulhania,2017,5,Shashank Khaitan,director,\N
tt7638344,Dhadak,2018,5,Shashank Khaitan,director,\N
tt11027850,Hacked,2020,2,Rohan Shah,actor,\N
tt5882970,Tubelight,2017,4,Mohammed Zeeshan Ayyub,actor,\N
tt6527426,Zero,2018,4,Mohammed Zeeshan Ayyub,actor,\N
tt4169250,M.S. Dhoni: The Untold Story,2016,8,Shyam Maheshwari,writer,writing associate
tt5477608,Kahaani 2,2016,10,Kushal Gada,producer,producer
tt6971752,Shubh Mangal Savdhan,2017,7,Krishika Lulla,producer,producer
tt7721800,Bharat,2019,7,Varun V. Sharma,writer,written by
tt5074352,Dangal,2016,5,Nitesh Tiwari,director,\N
tt6967980,Bareilly Ki Barfi,2017,8,Nitesh Tiwari,writer,\N
tt8983166,Panga,2020,7,Nitesh Tiwari,writer,additional screenplay
tt9052870,Chhichhore,2019,5,Nitesh Tiwari,director,\N
tt7725596,Badhaai Ho,2018,7,Jyoti Kapoor,writer,story
tt8504014,Good Newwz,2019,6,Jyoti Kapoor,writer,story
tt8908002,Luka Chuppi,2019,9,White Noise,composer,\N
tt4434004,Udta Punjab,2016,4,Diljit Dosanjh,actor,\N
tt8504014,Good Newwz,2019,3,Diljit Dosanjh,actor,\N
tt8983166,Panga,2020,2,Jassie Gill,actor,\N
tt5842616,Veere Di Wedding,2018,7,Mehul Suri,writer,\N
tt3678782,City of Revenge,2015,3,Yami Gautam,actress,\N
tt5460276,Kaabil,2017,2,Yami Gautam,actress,\N
tt8291224,Uri: The Surgical Strike,2019,4,Yami Gautam,actress,\N
tt9420648,Bala,2019,3,Yami Gautam,actress,\N
tt3679000,Any Body Can Dance 2,2015,9,Vijay Kumar Arora,cinematographer,\N
tt7255568,Student of the Year 2,2019,3,Tara Sutaria,actress,\N
tt10023024,Love Aaj Kal,2020,1,Kartik Aaryan,actor,\N
tt4430136,Pyaar Ka Punchnama 2,2015,1,Kartik Aaryan,actor,\N
tt7581902,Sonu Ke Titu Ki Sweety,2018,1,Kartik Aaryan,actor,\N
tt8908002,Luka Chuppi,2019,1,Kartik Aaryan,actor,\N
tt9680136,Pati Patni Aur Woh,2019,1,Kartik Aaryan,actor,\N
tt9817760,Jai Mummy Di,2020,4,Sonnalli Seygall,actress,\N
tt4864932,Baaghi,2016,3,Sudheer Babu Posani,actor,\N
