tconst,title,year,ordering,Actor,Category,Job
tt3863552,Bajrangi Bhaijaan,2015,8,Asad Hussain,writer,screenplay
tt3767372,Piku,2015,10,Anupam Roy,composer,\N
tt2631186,Baahubali: The Beginning,2015,8,Ajay Kumar,writer,telugu dialogue
tt4849438,Baahubali 2: The Conclusion,2017,8,Ajay Kumar,writer,telugu dialogue
tt3495026,Fan,2016,2,Carolina Main,actress,\N
tt9614460,Chhapaak,2020,4,Payal Nair,actress,\N
tt6264938,Kesari,2019,2,Parineeti Chopra,actress,\N
tt9614460,Chhapaak,2020,10,Subrata Chakraborty,production_designer,\N
tt4169250,M.S. Dhoni: The Untold Story,2016,9,Arun Pandey,producer,producer
tt11027850,Hacked,2020,4,Mohit Malhotra,actor,\N
tt6527426,Zero,2018,9,Ajay Gogavale,composer,\N
tt7485048,Super 30,2019,10,Ajay Gogavale,composer,\N
tt3398048,Tevar,2015,10,Sajid-Wajid,composer,\N
tt4169250,M.S. Dhoni: The Untold Story,2016,6,Dilip Jha,writer,screenplay
tt6173990,GOLD,2018,2,Mouni Roy,actress,\N
tt3495026,Fan,2016,3,Sayani Gupta,actress,\N
tt6843812,Baaghi 2,2018,10,Niraj Kumar Mishra,writer,screenplay
tt9766280,Bhangra Paa Le,2020,9,Jitan Harmeet Singh,cinematographer,\N
tt10309906,Shubh Mangal Zyada Saavdhan,2020,1,Ayushmann Khurrana,actor,\N
tt10324144,Article 15,2019,1,Ayushmann Khurrana,actor,\N
tt6967980,Bareilly Ki Barfi,2017,1,Ayushmann Khurrana,actor,\N
tt6971752,Shubh Mangal Savdhan,2017,1,Ayushmann Khurrana,actor,\N
tt7725596,Badhaai Ho,2018,1,Ayushmann Khurrana,actor,\N
tt8108198,Andhadhun,2018,1,Ayushmann Khurrana,actor,\N
tt9248940,Dream Girl,2019,1,Ayushmann Khurrana,actor,\N
tt9420648,Bala,2019,1,Ayushmann Khurrana,actor,\N
tt9248940,Dream Girl,2019,7,Niket Pandey,writer,associate head writer
tt5080556,2.0,2018,10,Siddarth Prakhash,producer,producer
tt7638344,Dhadak,2018,4,Aditya Kumar,actor,\N
tt4129428,Detective Jagga,2017,4,Chitrak Bandyopadhyay,actor,\N
tt5997666,When Harry Met Sejal,2017,4,Martavious Gayles,actor,\N
tt3678782,City of Revenge,2015,4,Huma Qureshi,actress,\N
tt5982852,Jolly LLB 2,2017,2,Huma Qureshi,actress,\N
tt4467202,Hero,2015,1,Sooraj Pancholi,actor,\N
tt4430136,Pyaar Ka Punchnama 2,2015,7,Tarun Jain,writer,screenplay and dialogue
tt8647400,De De Pyaar De,2019,7,Tarun Jain,writer,\N
tt5165344,Rustom,2016,5,Dharmendra Suresh Desai,director,\N
tt9691324,Sab Kushal Mangal,2020,7,Prachi Manmohan,producer,producer
tt4129428,Detective Jagga,2017,9,Jamal Araissi,producer,line producer
tt3678782,City of Revenge,2015,7,Arijit Biswas,writer,screenplay and dialogue
tt8108198,Andhadhun,2018,6,Arijit Biswas,writer,\N
tt7218518,Pad Man,2018,10,Tanveer Mir,cinematographer,\N
tt3767372,Piku,2015,6,Juhi Chaturvedi,writer,\N
tt7700730,October,2018,6,Juhi Chaturvedi,writer,\N
tt3767372,Piku,2015,7,Ronnie Lahiri,producer,producer
tt5571734,Pink,2016,8,Ronnie Lahiri,producer,producer
tt7700730,October,2018,8,Ronnie Lahiri,producer,producer
tt2976182,Roy,2015,6,Hussain Dalal,writer,dialogue
tt3679060,Kapow,2016,7,Hussain Dalal,writer,dialogue
tt6836936,Saaho,2019,8,Hussain Dalal,writer,hindi dialogue
tt6843812,Baaghi 2,2018,7,Hussain Dalal,writer,dialogue
tt6988116,Kalank,2019,7,Hussain Dalal,writer,dialogue
tt9248952,Jawaani Jaaneman,2020,6,Hussain Dalal,writer,additional screenplay
tt6712014,Fukrey Returns,2017,1,Pulkit Samrat,actor,\N
tt6580564,102 Not Out,2018,6,Saumya Joshi,writer,\N
tt11573410,Guns of Banaras,2020,2,Nathalia Kaur,actress,\N
tt8108202,Stree,2018,8,Sumit Arora,writer,dialogue
tt6826438,Parmanu: The Story of Pokhran,2018,3,Diana Penty,actress,\N
tt8647400,De De Pyaar De,2019,3,Rakul Preet Singh,actress,\N
tt8504014,Good Newwz,2019,7,Rishabh Sharma,writer,dialogue
tt3469244,Phantom,2015,7,Parveez Sheikh,writer,screenplay
tt3863552,Bajrangi Bhaijaan,2015,7,Parveez Sheikh,writer,screenplay
tt5156746,Force 2,2016,7,Parveez Sheikh,writer,\N
tt5882970,Tubelight,2017,6,Parveez Sheikh,writer,screenplay
tt3696192,Singh Is Bliing,2015,8,Ashvini Yardi,producer,producer
tt6117702,Munna Michael,2017,4,Sahil Anand,actor,\N
tt5286444,Neerja,2016,4,Abrar Zahoor,actor,\N
tt9614460,Chhapaak,2020,9,Malay Prakash,cinematographer,\N
tt0315642,Wazir,2016,8,Natasha Sahgal,writer,screenplay
tt3859980,Mohenjo Daro,2016,2,Pooja Hegde,actress,\N
tt4302956,Kis Kisko Pyaar Karoon,2015,4,Sai Lokur,actress,\N
tt10324144,Article 15,2019,8,Anurag Saikia,composer,music director
tt10964430,Thappad,2020,9,Anurag Saikia,composer,\N
tt4430136,Pyaar Ka Punchnama 2,2015,6,Rahul Mody,writer,screenplay and dialogue
tt7581902,Sonu Ke Titu Ki Sweety,2018,6,Rahul Mody,writer,\N
tt4535650,Dilwale,2015,4,Kriti Sanon,actress,\N
tt6967980,Bareilly Ki Barfi,2017,2,Kriti Sanon,actress,\N
tt7721946,Housefull 4,2019,4,Kriti Sanon,actress,\N
tt8908002,Luka Chuppi,2019,2,Kriti Sanon,actress,\N
tt6264938,Kesari,2019,5,Anurag Singh,director,\N
tt6108090,Secret Superstar,2017,6,Allen Liu,producer,producer
tt6836936,Saaho,2019,10,V. Vamsi Krishna Reddy,producer,producer
tt4900716,Kapoor & Sons,2016,7,Spandan Mishra,writer,additional dialogue by
tt9420648,Bala,2019,6,Niren Bhatt,writer,\N
tt10023024,Love Aaj Kal,2020,8,Ishaan Chhabra,composer,\N
tt10930586,Shikara,2020,8,Ishaan Chhabra,composer,\N
tt9648672,Street Dancer 3D,2020,7,Lizelle Dsouza,producer,producer
tt6580564,102 Not Out,2018,4,Jimit Trivedi,actor,\N
tt4744086,Her & Him,2016,8,Rakesh Jhunjhunwala,producer,producer
tt4744086,Her & Him,2016,7,R. Damani,producer,producer
tt7485048,Super 30,2019,3,Nandish Singh,actor,\N
tt5935704,Padmaavat,2017,10,Ankit Balhara,composer,co-composer
tt6903440,Manikarnika: The Queen of Jhansi,2019,10,Ankit Balhara,composer,\N
tt7430722,War,2019,9,Ankit Balhara,composer,\N
tt8983166,Panga,2020,9,Ankit Balhara,composer,\N
tt4865436,Hate Story 3,2015,7,Anupam Santosh Saroj,writer,dialogue
tt10463030,Bhoot: Part One - The Haunted Ship,2020,5,Bhanu Pratap Singh,director,\N
tt8202612,Satyameva Jayate,2018,8,Madhu Bhojwani,producer,producer
tt8869978,Batla House,2019,8,Madhu Bhojwani,producer,producer
tt4387040,Airlift,2016,10,Monisha Advani,producer,producer
tt8202612,Satyameva Jayate,2018,6,Monisha Advani,producer,producer
tt8869978,Batla House,2019,7,Monisha Advani,producer,producer
tt6272828,Mubarakan,2017,10,Ashwin Varde,producer,producer
tt9817760,Jai Mummy Di,2020,8,Sanket Shah,cinematographer,\N
tt7700730,October,2018,4,Sahil Vedoliyaa,actor,\N
tt9248972,Mission Mangal,2019,5,Jagan Shakti,director,\N
tt10875678,Happy Hardy and Heer,2020,9,Deepshika Deshmukh,producer,producer
tt5474042,Half Girlfriend,2017,1,Rhea Chakraborty,actress,\N
tt6712014,Fukrey Returns,2017,6,Vipul Vig,writer,story
tt6712014,Fukrey Returns,2017,2,Varun Sharma,actor,\N
tt9052870,Chhichhore,2019,3,Varun Sharma,actor,\N
tt7638344,Dhadak,2018,6,Nagraj Manjule,writer,story
tt6588966,Hichki,2018,5,Siddharth Malhotra,director,\N
tt3469244,Phantom,2015,4,Rajesh Tailang,actor,\N
tt9766280,Bhangra Paa Le,2020,5,Sneha Taurani,director,\N
tt7881550,Har Kisse Ke Hisse: Kaamyaab,2020,8,Manish Mundra,producer,producer
tt5108476,Befikre,2016,2,Vaani Kapoor,actress,\N
tt7430722,War,2019,3,Vaani Kapoor,actress,\N
tt9614460,Chhapaak,2020,2,Vikrant Massey,actor,\N
tt4387040,Airlift,2016,4,Prakash Belawadi,actor,\N
tt10463030,Bhoot: Part One - The Haunted Ship,2020,1,Vicky Kaushal,actor,\N
tt6452574,Sanju,2017,4,Vicky Kaushal,actor,\N
tt7098658,Raazi,2018,2,Vicky Kaushal,actor,\N
tt8291224,Uri: The Surgical Strike,2019,1,Vicky Kaushal,actor,\N
tt3771536,Shivaay,2016,2,Abigail Eames,actress,\N
tt4640206,Sachin - A Billion Dreams,2017,3,Mayuresh Pem,actor,\N
tt6580564,102 Not Out,2018,8,George Joseph,composer,\N
tt11027850,Hacked,2020,1,Hina Khan,actress,\N
tt4864932,Baaghi,2016,2,Tiger Shroff,actor,\N
tt5235880,A Flying Jatt,2016,1,Tiger Shroff,actor,\N
tt6117702,Munna Michael,2017,1,Tiger Shroff,actor,\N
tt6843812,Baaghi 2,2018,1,Tiger Shroff,actor,\N
tt7255568,Student of the Year 2,2019,1,Tiger Shroff,actor,\N
tt7430722,War,2019,2,Tiger Shroff,actor,\N
tt8366590,Baaghi 3,2020,1,Tiger Shroff,actor,\N
tt6272828,Mubarakan,2017,9,Murad Khetani,producer,producer
tt8983202,Kabir Singh,2019,10,Murad Khetani,producer,producer
tt5956100,Tiger Zinda Hai,2017,4,Anupriya Goenka,actress,\N
tt9614460,Chhapaak,2020,6,Atika Chohan,writer,\N
tt3802576,Brothers,2015,10,Garima Wahal,writer,dialogue
tt5785170,Toilet: A Love Story,2017,8,Garima Wahal,writer,\N
tt8983202,Kabir Singh,2019,8,Garima Wahal,writer,dialogue
tt10964430,Thappad,2020,10,Soumik Mukherjee,cinematographer,\N
tt5785170,Toilet: A Love Story,2017,6,Siddharth-Garima,writer,writers
tt8983202,Kabir Singh,2019,6,Siddharth-Garima,writer,dialogue
tt5764096,Hindi Medium,2017,8,Zeenat Lakhani,writer,writer
tt3735246,Bajirao Mastani,2015,9,Sanchit Balhara,composer,\N
tt7430722,War,2019,10,Sanchit Balhara,composer,\N
tt8983166,Panga,2020,10,Sanchit Balhara,composer,\N
tt11509538,Haunted Hills,2020,3,Krishna Chaturvedi,actor,\N
tt6108090,Secret Superstar,2017,8,Prasad Shetty,producer,producer
tt5935704,Padmaavat,2017,7,Ajit Andhare,producer,producer
tt4302956,Kis Kisko Pyaar Karoon,2015,1,Kapil Sharma,actor,\N
tt1806913,Hotchpotch Again,2017,9,Amal Mallik,composer,\N
tt5156746,Force 2,2016,9,Amal Mallik,composer,\N
tt7881550,Har Kisse Ke Hisse: Kaamyaab,2020,9,Gaurav Verma,producer,producer
tt4640206,Sachin - A Billion Dreams,2017,8,Ajit Bhure,writer,marathi dialogue
tt4467202,Hero,2015,10,Jassi Katyal,composer,\N
tt4467202,Hero,2015,7,Umesh Bist,writer,screenplay
tt7027278,Kedarnath,2018,7,Pragya Kapoor,producer,producer
tt8108202,Stree,2018,4,Aparshakti Khurana,actor,\N
tt8908002,Luka Chuppi,2019,3,Aparshakti Khurana,actor,\N
tt9680136,Pati Patni Aur Woh,2019,4,Aparshakti Khurana,actor,\N
tt5785170,Toilet: A Love Story,2017,3,Bhumi Pednekar,actress,\N
tt6971752,Shubh Mangal Savdhan,2017,2,Bhumi Pednekar,actress,\N
tt9420648,Bala,2019,2,Bhumi Pednekar,actress,\N
tt9680136,Pati Patni Aur Woh,2019,2,Bhumi Pednekar,actress,\N
tt5165344,Rustom,2016,8,Aruna Bhatia,producer,producer
tt6170954,Naam Shabana,2017,8,Aruna Bhatia,producer,producer
tt8504014,Good Newwz,2019,8,Aruna Bhatia,producer,producer
tt7363076,Raid,2018,9,Gaurav Nanda,producer,producer
tt5286444,Neerja,2016,6,Saiwyn Quadras,writer,story and screenplay
tt6826438,Parmanu: The Story of Pokhran,2018,6,Saiwyn Quadras,writer,\N
tt6967980,Bareilly Ki Barfi,2017,9,Renu Chopra,producer,producer
tt9680136,Pati Patni Aur Woh,2019,10,Renu Chopra,producer,producer
tt9248972,Mission Mangal,2019,8,Nidhi Singh Dharma,writer,writer
tt5074352,Dangal,2016,6,Piyush Gupta,writer,\N
tt9052870,Chhichhore,2019,6,Piyush Gupta,writer,\N
tt5074352,Dangal,2016,8,Nikhil Mehrotra,writer,\N
tt8983166,Panga,2020,6,Nikhil Mehrotra,writer,written by
tt9052870,Chhichhore,2019,7,Nikhil Mehrotra,writer,\N
tt5074352,Dangal,2016,7,Shreyas Jain,writer,\N
tt6967980,Bareilly Ki Barfi,2017,7,Shreyas Jain,writer,\N
tt7881550,Har Kisse Ke Hisse: Kaamyaab,2020,3,Sarika Singh,actress,\N
tt2976182,Roy,2015,5,Vikramjit Singh,director,\N
tt5935704,Padmaavat,2017,9,Sudhanshu Vats,producer,producer
tt6967980,Bareilly Ki Barfi,2017,5,Ashwiny Iyer Tiwari,director,\N
tt8983166,Panga,2020,5,Ashwiny Iyer Tiwari,director,\N
tt4169250,M.S. Dhoni: The Untold Story,2016,2,Kiara Advani,actress,\N
tt8504014,Good Newwz,2019,4,Kiara Advani,actress,\N
tt8983202,Kabir Singh,2019,2,Kiara Advani,actress,\N
tt8983202,Kabir Singh,2019,3,Nikita Dutta,actress,\N
tt3859980,Mohenjo Daro,2016,6,Preeti Mamgain,writer,dialogue
tt3398048,Tevar,2015,7,Shantanu Srivastava,writer,\N
tt7725596,Badhaai Ho,2018,8,Shantanu Srivastava,writer,story
tt5474042,Half Girlfriend,2017,4,Dalip Sondhi,actor,\N
tt8869978,Batla House,2019,2,Nora Fatehi,actress,\N
tt9648672,Street Dancer 3D,2020,4,Nora Fatehi,actress,\N
tt4302956,Kis Kisko Pyaar Karoon,2015,7,Anukalp Goswami,writer,story
tt6836936,Saaho,2019,5,Sujeeth,director,\N
tt3771536,Shivaay,2016,3,Erika Kaar,actress,\N
tt7255568,Student of the Year 2,2019,6,Paulomi Dutta,writer,Additional writer
tt3495026,Fan,2016,4,Shriya Pilgaonkar,actress,\N
tt9766280,Bhangra Paa Le,2020,3,Shriya Pilgaonkar,actress,\N
tt10309906,Shubh Mangal Zyada Saavdhan,2020,2,Jitendra Kumar,actor,\N
tt5690142,Mom,2017,2,Sajal Ali,actress,\N
tt7485048,Super 30,2019,2,Mrunal Thakur,actress,\N
tt8869978,Batla House,2019,3,Mrunal Thakur,actress,\N
tt8176312,Gul Makai,2020,5,Amjad Khan,director,\N
tt6826438,Parmanu: The Story of Pokhran,2018,4,Anuja Sathe,actress,\N
tt3405236,Raees,2017,6,Harit Mehta,writer,\N
tt3405236,Raees,2017,8,Ashish Vashi,writer,\N
tt5997666,When Harry Met Sejal,2017,3,Bj̦rn Freiberg,actor,\N
tt5982852,Jolly LLB 2,2017,10,Manj Musik,composer,\N
tt11231440,Doordarshan,2020,4,Shardul Rana,actor,\N
tt6588966,Hichki,2018,6,Anckur Chaudhry,writer,story and screenplay
tt7721946,Housefull 4,2019,9,Sparsh Khetarpal,writer,Additional Screenplay
tt8366590,Baaghi 3,2020,7,Sparsh Khetarpal,writer,Additional screenplay
tt9817760,Jai Mummy Di,2020,10,Tarpan Shrivastava,production_designer,\N
tt3767372,Piku,2015,8,Sneha Rajani,producer,producer
tt4640206,Sachin - A Billion Dreams,2017,9,Ravi Bhagchandka,producer,producer
tt11027850,Hacked,2020,6,Rhea Anand,writer,screenplay
tt3863552,Bajrangi Bhaijaan,2015,2,Harshaali Malhotra,actress,\N
tt7098658,Raazi,2018,6,Harinder S. Sikka,writer,based on the book 'Calling Sehmat' by
tt8291224,Uri: The Surgical Strike,2019,7,Shashwat Sachdev,composer,\N
tt9648672,Street Dancer 3D,2020,10,Badshah,composer,\N
tt5474042,Half Girlfriend,2017,3,Shreedhar Dubey,actor,\N
tt3159708,Welcome Back,2015,9,Raaj Shaandilyaa,writer,dialogue
tt9248940,Dream Girl,2019,5,Raaj Shaandilyaa,director,\N
tt2631186,Baahubali: The Beginning,2015,7,C.H. Vijay Kumar,writer,telugu dialogue
tt4849438,Baahubali 2: The Conclusion,2017,7,C.H. Vijay Kumar,writer,telugu dialogue
tt3405236,Raees,2017,7,Niraj Shukla,writer,\N
tt4129428,Detective Jagga,2017,7,Debatma Mandal,writer,dialogue
tt4467202,Hero,2015,2,Athiya Shetty,actress,\N
tt6272828,Mubarakan,2017,4,Athiya Shetty,actress,\N
tt4864932,Baaghi,2016,7,Sanjeev Datta,writer,\N
tt9420648,Bala,2019,8,Pavel,writer,original story
tt5477608,Kahaani 2,2016,8,Akshay Gada,producer,producer
tt3771536,Shivaay,2016,4,Sayyeshaa Saigal,actress,\N
tt5165344,Rustom,2016,10,Akash Chawla,producer,producer
tt4906960,Baadshaho,2017,9,Tanishk Bagchi,composer,\N
tt6117702,Munna Michael,2017,9,Tanishk Bagchi,composer,\N
tt6277440,Badrinath Ki Dulhania,2017,9,Tanishk Bagchi,composer,\N
tt6527426,Zero,2018,8,Tanishk Bagchi,composer,\N
tt6971752,Shubh Mangal Savdhan,2017,10,Tanishk Bagchi,composer,\N
tt8366590,Baaghi 3,2020,10,Tanishk Bagchi,composer,\N
tt8908002,Luka Chuppi,2019,8,Tanishk Bagchi,composer,\N
tt6452574,Sanju,2017,6,Abhiruchi Chand,writer,assistant dialogue writer
tt8562960,Shaheed Chandrashekhar Azaad,2020,7,Dinesh Arjuna Nimbalkar,composer,\N
tt5074352,Dangal,2016,4,Sanya Malhotra,actress,\N
tt7725596,Badhaai Ho,2018,4,Sanya Malhotra,actress,\N
tt6108090,Secret Superstar,2017,1,Zaira Wasim,actress,\N
tt8176312,Gul Makai,2020,10,Pravin B.,editor,\N
tt4865436,Hate Story 3,2015,10,Baman,composer,\N
tt9614460,Chhapaak,2020,8,Shankar-Ehsaan-Loy,composer,\N
tt7721946,Housefull 4,2019,7,Sara Bodinar,writer,story and screenplay
tt8907986,Angrezi Medium,2020,9,Sara Bodinar,writer,\N
tt8562960,Shaheed Chandrashekhar Azaad,2020,5,Rajesh Mittal,director,\N
tt4387040,Airlift,2016,9,Rahul Nangia,writer,screenplay
tt9248952,Jawaani Jaaneman,2020,2,Alaya Furniturewala,actress,\N
tt4169250,M.S. Dhoni: The Untold Story,2016,4,Disha Patani,actress,\N
tt6843812,Baaghi 2,2018,2,Disha Patani,actress,\N
tt9877170,Malang,2020,3,Disha Patani,actress,\N
tt4640206,Sachin - A Billion Dreams,2017,2,Mayur More,actor,\N
tt5286444,Neerja,2016,9,Shanti Sivaram Maini,producer,producer
tt6791730,Tumhari Sulu,2017,10,Shanti Sivaram Maini,producer,producer
tt3735246,Bajirao Mastani,2015,6,Nagnath S. Inamdar,writer,novel: Rau
tt8562960,Shaheed Chandrashekhar Azaad,2020,6,Vakil Baboo,composer,\N
tt6712014,Fukrey Returns,2017,10,Sameer Uddin,composer,\N
tt8291224,Uri: The Surgical Strike,2019,9,Shivkumar V. Panicker,editor,film editor
tt5460276,Kaabil,2017,7,Vijay Kumar Mishra,writer,writer
tt6836936,Saaho,2019,7,Abbas Dalal,writer,hindi dialogue
tt6843812,Baaghi 2,2018,6,Abbas Dalal,writer,dialogue writer
tt9248952,Jawaani Jaaneman,2020,7,Abbas Dalal,writer,dialogue
tt9817760,Jai Mummy Di,2020,5,Navjot Gulati,director,\N
tt5571734,Pink,2016,4,Andrea Tariang,actress,\N
tt11743900,Cookie,2020,3,Vibhoutee Sharma,actress,\N
tt6580564,102 Not Out,2018,10,Rohan Vinayak,composer,\N
tt4640206,Sachin - A Billion Dreams,2017,10,Ravi Bhagchandka,producer,producer
tt6170954,Naam Shabana,2017,4,Taher Shabbir,actor,\N
tt6588966,Hichki,2018,3,Riya Shukla,actress,\N
tt5690142,Mom,2017,5,Ravi Udyawar,director,\N
tt8908002,Luka Chuppi,2019,6,Rohan Shankar,writer,\N
tt6826438,Parmanu: The Story of Pokhran,2018,8,Hitesh Thakkar,producer,producer
tt7218518,Pad Man,2018,8,Hitesh Thakkar,producer,producer
tt3405236,Raees,2017,3,Shubham Tukaram,actor,\N
tt4864932,Baaghi,2016,6,Shifuji Shaurya Bharadwaj,writer,Wrote all of his own dialogue
tt2395469,Gully Boy,2019,3,Siddhant Chaturvedi,actor,\N
tt6903440,Manikarnika: The Queen of Jhansi,2019,9,Kamal Jain,producer,producer
tt7581902,Sonu Ke Titu Ki Sweety,2018,7,Ankur Garg,producer,producer
tt8647400,De De Pyaar De,2019,9,Ankur Garg,producer,producer
tt9817760,Jai Mummy Di,2020,6,Ankur Garg,producer,producer
tt9877170,Malang,2020,8,Ankur Garg,producer,producer
tt5165344,Rustom,2016,7,Virender Arora,producer,producer
tt5785170,Toilet: A Love Story,2017,10,Arjun N. Kapoor,producer,producer
tt5165344,Rustom,2016,6,Vipul K. Rawal,writer,\N
tt5235880,A Flying Jatt,2016,8,Madhur Sharma,writer,dialogue
tt3771536,Shivaay,2016,7,Shreyans Hirawat,producer,producer
tt8176312,Gul Makai,2020,1,Reem Shaikh,actress,\N
tt7721946,Housefull 4,2019,6,Tasha Bhambra,writer,Additional Screenplay
tt8366590,Baaghi 3,2020,6,Tasha Bhambra,writer,Additional screenplay
tt5156746,Force 2,2016,10,Gourav Roshan,composer,\N
tt9877170,Malang,2020,7,Aniruddha Guha,writer,\N
tt5156746,Force 2,2016,6,Jasmeet K. Reen,writer,\N
tt9680136,Pati Patni Aur Woh,2019,8,Jasmeet K. Reen,writer,dialogue
tt5970844,Thugs Of Hindostan,2018,4,Satyadev Kancharana,actor,\N
tt6117702,Munna Michael,2017,2,Nidhhi Agerwal,actress,\N
tt3771536,Shivaay,2016,5,Sandeep Shrivastava,writer,screenplay
tt3696192,Singh Is Bliing,2015,7,Sahar Quaze,writer,dialogue
tt8983166,Panga,2020,8,Amit Joshi,writer,first draft
tt5690142,Mom,2017,6,Girish Kohli,writer,dialogue
tt6264938,Kesari,2019,6,Girish Kohli,writer,writer
tt5842616,Veere Di Wedding,2018,4,Surya Sharma,actor,\N
tt5946128,Dear Zindagi,2016,4,Priyanka Moodley,actress,\N
tt10875678,Happy Hardy and Heer,2020,2,Trupti Khamkar,actress,\N
tt5074352,Dangal,2016,9,Rajshri Sudhakar,writer,Dialogue Writer: Telugu
tt5460276,Kaabil,2017,8,Rajshri Sudhakar,writer,Dialogue Writer: Telugu
tt6170954,Naam Shabana,2017,7,Rajshri Sudhakar,writer,Dialogue Writer: Telugu
tt5764096,Hindi Medium,2017,3,Dishita Sehgal,actress,\N
tt10463030,Bhoot: Part One - The Haunted Ship,2020,10,Akhil Sachdeva,composer,\N
tt6272828,Mubarakan,2017,8,Balwinder Singh Janjua,writer,screenplay
tt10930586,Shikara,2020,2,Aadil Khan,actor,\N
tt3148502,Spectacle,2015,4,Naila Grewal,actress,\N
tt3405236,Raees,2017,2,Shubham Chintamani,actor,\N
tt6117702,Munna Michael,2017,6,Vimi Datta,writer,writer
tt3405236,Raees,2017,4,Yug,actor,\N
tt11743900,Cookie,2020,1,Nabeel Ahmed,actor,\N
tt10023024,Love Aaj Kal,2020,2,Sara Ali Khan,actress,\N
tt7027278,Kedarnath,2018,2,Sara Ali Khan,actress,\N
tt7212726,Simmba,2017,2,Sara Ali Khan,actress,\N
tt10930586,Shikara,2020,9,Qutub E. Kripa,composer,\N
tt2424988,Gabbar is Back,2015,8,D.S. Kannan,writer,co-writer
tt9680136,Pati Patni Aur Woh,2019,9,Juno Chopra,producer,producer
tt6967980,Bareilly Ki Barfi,2017,6,Bareilly Ki Barfi,writer,novel
tt6971752,Shubh Mangal Savdhan,2017,4,Anshul Chauhan,actress,\N
tt6971752,Shubh Mangal Savdhan,2017,5,R.S. Prasanna,director,\N
tt11027850,Hacked,2020,9,Krishna Bhatt,producer,producer
tt7255568,Student of the Year 2,2019,2,Ananya Panday,actress,\N
tt9680136,Pati Patni Aur Woh,2019,3,Ananya Panday,actress,\N
tt8983202,Kabir Singh,2019,5,Sandeep Reddy Vanga,director,\N
tt5842616,Veere Di Wedding,2018,6,Nidhi Mehra,writer,\N
tt6971752,Shubh Mangal Savdhan,2017,9,Rachita Arora,composer,\N
tt7881550,Har Kisse Ke Hisse: Kaamyaab,2020,10,Rachita Arora,composer,\N
tt10875678,Happy Hardy and Heer,2020,5,Raka,director,\N
tt4129428,Detective Jagga,2017,8,Samrat Chakraborty,writer,dialogue
tt10930586,Shikara,2020,3,Zain Khan Durrani,actor,\N
tt8562960,Shaheed Chandrashekhar Azaad,2020,8,Ashok Chakraborty,cinematographer,\N
tt7638344,Dhadak,2018,1,Janhvi Kapoor,actress,\N
tt6836936,Saaho,2019,9,Anil Kumar Upadyaula,writer,associate head writer
tt7700730,October,2018,2,Banita Sandhu,actress,\N
tt10875678,Happy Hardy and Heer,2020,4,Deep Mandeep,actress,\N
tt6580564,102 Not Out,2018,7,Hiral Brahmabhatt,composer,\N
tt11231440,Doordarshan,2020,5,Gagan Puri,director,\N
tt11231440,Doordarshan,2020,9,Shubham Srivastava,editor,\N
tt8108198,Andhadhun,2018,8,Hemanth M. Rao,writer,\N
tt8907986,Angrezi Medium,2020,2,Radhika Madan,actress,\N
tt7363076,Raid,2018,3,Amit Bimrot,actor,\N
tt5080556,2.0,2018,7,Lakshmi Saravanakumar,writer,additional tamil dialogue
tt8202612,Satyameva Jayate,2018,3,Aisha Sharma,actress,\N
tt4302956,Kis Kisko Pyaar Karoon,2015,8,Kis Kisko Pyaar Karoon,writer,co-writer
tt11231440,Doordarshan,2020,8,Soni Singh,cinematographer,\N
tt4302956,Kis Kisko Pyaar Karoon,2015,9,Sonu Sinha,writer,cowriter
tt4387040,Airlift,2016,6,Sonu Sinha,writer,screenplay
tt5764096,Hindi Medium,2017,6,Sonu Sinha,writer,cowriter
tt8176312,Gul Makai,2020,8,Sanjay Singla,producer,producer
tt8176312,Gul Makai,2020,7,Preeti Vijay Jaju,producer,producer
tt8176312,Gul Makai,2020,6,Bhaswati Chakrabarty,writer,dialogue
tt11573410,Guns of Banaras,2020,9,Bunty Negi,editor,\N
